,location,area_m2,restrooms,bedrooms,price_usd,total_rooms,price_per_sq
0,"Casa en Venta Los Serrados
, Toluca De Lerdo, México",105,2,3,130000,5,1238.095238095238
1,"Casa en Venta Tierra Y Libertad #114
, Toluca De Lerdo, México",115,2,3,50800,5,441.7391304347826
2,"Casa en Venta Toluca De Lerdo, México",700,3,3,325000,6,464.2857142857143
3,"Casa en Venta Granjas, Toluca De Lerdo",390,3,4,275000,7,705.1282051282051
4,"Casa en Venta Toluca De Lerdo, México",300,4,3,215000,7,716.6666666666666
5,"Casa en Venta Toluca De Lerdo, México",250,2,3,125000,5,500
6,"Casa en Venta Toluca De Lerdo, México",600,4,4,1000000,8,1666.6666666666667
8,"Casa en Venta Toluca De Lerdo, México",300,4,3,210000,7,700
11,"Casa en Venta Venta De Casa/oficina Toluca
, Toluca De Lerdo, México",600,8,6,1250000,14,2083.3333333333335
12,"Casa en Venta Casa En Venta En Cacalomacan Toluca
, Cacalomacan, Toluca De Lerdo",330,4,4,290000,8,878.7878787878788
13,"Casa en Venta Venta De Casa Remodelada En La Colonia Morelos Toluca
, Morelos 1a Sección, Toluca De Lerdo",256,2,3,197500,5,771.484375
14,"Casa en Venta Casa En Venta Ideal Para Oficina En San Bernardino Toluca
, San Bernardino, Toluca De Lerdo",350,3,4,265000,7,757.1428571428571
15,"Casa en Venta Venta De Casa Con Terreno Excedente En Cacalomacan Toluca
, Cacalomacan, Toluca De Lerdo",350,3,4,225000,7,642.8571428571429
16,"Casa en Venta Venta De Casa En Cacalomacán Toluca
, Cacalomacan, Toluca De Lerdo",450,4,4,325000,8,722.2222222222222
17,"Casa en Venta Venta De Casa Sola En Cacalomacan Toluca
, Cacalomacan, Toluca De Lerdo",600,3,3,250000,6,416.6666666666667
18,"Casa en Venta Venta Casa Nueva Sola En Venta, A 5 Minutos De Central De Abastos Toluca, San Mateo Otzacatipan, Ejido
, San Mateo Otzacatipan, Toluca De Lerdo",262,2,2,117500,4,448.4732824427481
19,"Casa en Venta Casa En Venta En El Centro De Toluca Ideal Para Inversion
, Toluca De Lerdo, México",300,2,4,300000,6,1000
20,"Casa en Venta Venta De Casa De Una Sola Planta En San Mateo Oxtotitlán Toluca
, San Mateo Oxtotitlán, Toluca De Lerdo",159,1,3,110000,4,691.8238993710692
21,"Casa en Venta Casa En Venta En Centro Toluca
, Toluca De Lerdo, México",771,4,6,3050000,10,3955.9014267185476
22,"Casa en Venta Residencia En Venta Por Calle Colón Toluca
, Ciprés, Toluca De Lerdo",280,3,3,523000,6,1867.857142857143
23,"Casa en Venta Casa Venta Renta En El Centro De Toluca
, Toluca De Lerdo, México",492,3,3,625000,6,1270.3252032520325
24,"Casa en Venta Casa En Venta En El Centro De Toluca
, Toluca De Lerdo, México",287,2,4,187500,6,653.3101045296168
25,"Casa en Venta Venta De Casa En Capultitlán Toluca
, Toluca De Lerdo, México",324,3,7,215000,10,663.5802469135803
26,"Casa en Venta Venta De Casa En Residencial Colón Toluca
, Toluca De Lerdo, México",280,2,2,400000,4,1428.5714285714287
27,"Casa en Venta Venta De Casa En Colonia Independencia Toluca
, Toluca De Lerdo, México",315,2,4,217500,6,690.4761904761905
29,"Casa en Venta Venta De Casa En La Colonia Sanchez Toluca
, Toluca De Lerdo, México",353,2,4,225000,6,637.3937677053824
30,"Casa en Venta Venta De Quinta Familiar En San Pablo Autopan Estado De MÃ¨xico
, Toluca De Lerdo",189,2,3,134500,5,711.6402116402116
31,"Casa en Venta Casa Nueva En Venta En Cacalomacan Toluca
, Cacalomacan, Toluca De Lerdo",148,2,3,125000,5,844.5945945945946
32,"Casa en Venta Venta De Casa Nuieva En Fuentes De San Jose Toluca
, Toluca De Lerdo, México",250,3,3,156000,6,624
34,"Casa en Venta Venta De Casa En El Centro De Toluca
, Toluca De Lerdo, México",1690,3,4,1400000,7,828.4023668639053
35,"Casa en Venta Venta De Casa En Cacalomacán Centro Toluca
, Toluca De Lerdo, México",800,4,4,610000,8,762.5
36,"Casa en Venta Marie Curie 303, Toluca De Lerdo, México",189,4,3,282500,7,1494.7089947089946
37,"Casa en Venta Casa Nueva Oxotitlan
, Toluca De Lerdo, México",250,1,4,150000,5,600
38,"Casa en Venta Toluca De Lerdo, México",271,2,3,257500,5,950.1845018450184
39,"Casa en Venta Ignacio Zaragoza 102, Toluca De Lerdo, México",120,2,3,77500,5,645.8333333333334
40,"Casa en Venta Venta De Casa En Valle Don Camilo En La Calle Montes Altai, Toluca
, Toluca De Lerdo, México",209,2,4,170000,6,813.3971291866029
41,"Casa en Venta Venta De Casa En Toluca A Un Costado De La ProcuradurÃ­a
, Toluca De Lerdo, México",188,3,3,122500,6,651.5957446808511
42,"Casa en Venta Venta Rancho En Cacalomacan Toluca
, Cacalomacan, Toluca De Lerdo",400,5,4,500000,9,1250
45,"Casa en Venta Toluca De Lerdo, México",1046,4,4,1150000,8,1099.4263862332696
46,"Casa en Venta Casa En Venta En Galeana, Toluca Centro
, Toluca De Lerdo, México",380,4,6,700000,10,1842.1052631578948
47,"Casa en Venta Toluca De Lerdo, México",425,3,3,795000,6,1870.5882352941176
48,"Casa en Venta Venta De Casa En Colonia Ocho Cedros Toluca
, Toluca De Lerdo, México",237,7,8,155000,15,654.0084388185654
51,"Casa en Venta Venta De Casa En El Cerrillo Vista Hermosa Toluca
, Toluca De Lerdo, México",120,1,3,57500,4,479.1666666666667
53,"Casa en Venta Morelos Esquina Quintana Roo, Toluca De Lerdo, México",355,6,8,175000,14,492.9577464788732
54,"Casa en Venta CÃ©ntrica Casa En Venta O Renta En Av Instituto Literario Toluca
, Toluca De Lerdo, México",600,4,4,475000,8,791.6666666666666
55,"Casa en Venta Prolongacion San Pedro Totoltepec 302, San Pedro Totoltepec, Toluca De Lerdo",151,2,3,81000,5,536.4238410596026
56,"Casa en Venta Vesana 104, Capultitlán, Toluca De Lerdo",168,2,3,74205.65,5,441.7002976190476
57,"Casa en Venta Prol Paseo Totoltepec 302, San Pedro Totoltepec, Toluca De Lerdo",100,2,2,51836.7,4,518.367
58,"Casa en Venta Paseos Del Valle, Rincón Del Parque, Toluca De Lerdo",100,2,3,41390.35,5,413.9035
59,"Casa en Venta San Marcos 259, Toluca, Toluca De Lerdo",108,2,3,24426.85,5,226.17453703703703
60,"Casa en Venta Rinconada De Mayordomo, San Mateo Otzacatipan, Toluca De Lerdo",250,2,3,102469.65,5,409.87859999999995
61,"Casa en Venta Valle De Isarco 20, Toluca De Lerdo, México",270,3,4,145670.6,7,539.5207407407407
62,"Casa en Venta Valle De Trebbia 12, Toluca De Lerdo, México",300,3,4,116750,7,389.1666666666667
63,"Casa en Venta Hacienda Las Carretas 48, Toluca De Lerdo, México",120,2,3,19096.65,5,159.13875000000002
64,"Casa en Venta Boulevard Lic Adolfo Lopez Mateos 146, Toluca De Lerdo, México",160,2,3,41500,5,259.375
65,"Casa en Venta Privada Vainlla 1799, Toluca De Lerdo, México",210,3,4,71500,7,340.4761904761905
66,"Casa en Venta Privada Gardenia 3089, Toluca De Lerdo, México",210,3,4,74113.2,7,352.91999999999996
67,"Casa en Venta Bosque De Encinos 1819, Toluca De Lerdo, México",200,3,4,67750,7,338.75
68,"Casa en Venta Rebeca 155, Unidad Victoria, Toluca De Lerdo",120,2,3,127660.75,5,1063.8395833333334
69,"Casa en Venta Cda Hacienda San Jorge, San Mateo Oxtotitlán, Toluca De Lerdo",120,2,3,41165.9,5,343.0491666666667
70,"Casa en Venta Valle De Trebbia 12, Toluca De Lerdo, México",240,3,4,139750,7,582.2916666666666
71,"Casa en Venta Prolongacion 5 De Mayo 1541, Comisión Federal De Electricidad, Toluca De Lerdo",130,2,3,236990.45,5,1823.0034615384616
72,"Casa en Venta Av. Independencia 143, Toluca De Lerdo, México",120,2,2,20850,4,173.75
73,"Casa en Venta Miguel Mata No. 209A santiago Miltepec toluca Edo Mex., Toluca De Lerdo, México",140,2,3,21530.1,5,153.78642857142856
74,"Casa en Venta Jose Maria Morelos 105, Independencia, Toluca De Lerdo",45,1,2,18637.4,3,414.1644444444445
75,"Casa en Venta Santos Degollado 000 Niños Héroes,toluca,estado De Mexico,50100, Niños Héroes, Toluca De Lerdo",350,2,4,68491.25,6,195.68928571428572
76,"Casa en Venta Arboleda 2, Hacienda Del Valle Ii, Toluca De Lerdo",110,2,3,47363.3,5,430.5754545454546
77,"Casa en Venta Arboleda 2, Hacienda Del Valle Ii, Toluca De Lerdo",110,2,3,47363.3,5,430.5754545454546
78,"Casa en Venta Arboleda 2, Hacienda Del Valle Ii, Toluca De Lerdo",110,2,3,47363.3,5,430.5754545454546
79,"Casa en Venta Arboleda 2, Hacienda Del Valle Ii, Toluca De Lerdo",110,2,3,47363.3,5,430.5754545454546
80,"Casa en Venta Prolongación Ruta De La Independencia # 131, Independencia, Toluca De Lerdo",110,2,3,16500,5,150
81,"Casa en Venta Arboleda 2, Hacienda Del Valle Ii, Toluca De Lerdo",110,2,3,47363.3,5,430.5754545454546
82,"Casa en Venta Fracc Hacienda Del Valle Ii, Hacienda Del Valle Ii, Toluca De Lerdo",110,2,3,19096.65,5,173.6059090909091
83,"Casa en Venta Tierra Y Libertad 114 Casa 00 La Ribera,toluca,toluca,estado De Mexico,50100, San Mateo Oxtotitlán, Toluca De Lerdo",130,2,3,39785.95,5,306.0457692307692
84,"Casa en Venta Arboleda 2, Hacienda Del Valle Ii, Toluca De Lerdo",110,2,3,47363.3,5,430.5754545454546
85,"Casa en Venta Arboleda 2, Hacienda Del Valle Ii, Toluca De Lerdo",110,2,3,47363.3,5,430.5754545454546
86,"Casa en Venta Guerrero, Cacalomacan, Toluca, Cacalomacan, Toluca De Lerdo",220,2,4,43737.1,6,198.805
87,"Casa en Venta Prolongacion Progreso 305, Bosques De San Mateo, Toluca De Lerdo",160,2,3,30120.4,5,188.2525
88,"Casa en Venta Arboleda 2, Hacienda Del Valle Ii, Toluca De Lerdo",110,2,3,47363.3,5,430.5754545454546
89,"Casa en Venta Arboleda 2, Hacienda Del Valle Ii, Toluca De Lerdo",110,2,3,47363.3,5,430.5754545454546
90,"Casa en Venta Paloma Torcaza 38, Toluca De Lerdo, México",100,1,3,18958,4,189.58
91,"Casa en Venta Carr.toluca-naucalpan #1702, San Mateo Otzacatipan, Toluca De Lerdo",150,2,3,73500,5,490
92,"Casa en Venta Manuel M. Dieguez  503, Guadalupe, Toluca De Lerdo",180,2,3,29450,5,163.61111111111111
93,"Casa en Venta Tierra Y Libertad 114, Toluca De Lerdo, México",120,2,3,49553.05,5,412.94208333333336
94,"Casa en Venta Agronomos 101 Fracc.misiones De Santa Esperaza, Toluca 50227, Misiones De Santa Esperanza, Toluca De Lerdo",120,2,3,19842.85,5,165.35708333333332
95,"Casa en Venta Azaleas Las Flores, Toluca De Lerdo, México",120,1,3,27737.7,4,231.1475
96,"Casa en Venta Paloma Silvestre 86, Toluca De Lerdo, México",80,1,3,18958,4,236.975
97,"Casa en Venta Arteaga Oriente, Toluca De Lerdo, México",300,3,3,112500,6,375
98,"Casa en Venta Adolfo Lopez Mateos 146, Toluca De Lerdo, México",100,2,3,41500,5,415
99,"Casa en Venta Arco Iris 15b, Bosques De San Mateo, Toluca De Lerdo",90,1,2,31783.5,3,353.15
100,"Casa en Venta Nezahualcoyotl 716, Izcalli Ipiem, Toluca De Lerdo",150,2,3,53250,5,355
101,"Casa en Venta Luis Gonzaga Urbina, Tlacopa, Toluca De Lerdo",500,2,3,142750,5,285.5
102,"Casa en Venta Miguel Hidalgo 79, Toluca De Lerdo, México",240,3,4,192500,7,802.0833333333334
103,"Casa en Venta Adolfo Lopez Mateos 146, Toluca De Lerdo, México",100,2,3,41500,5,415
104,"Casa en Venta Hacienda Cerro Viejo, San Nicolás Tolentino, Toluca De Lerdo",120,2,3,49750,5,414.5833333333333
105,"Casa en Venta Filiberto Navas 00, Rancho San Jorge, Toluca De Lerdo, Méx. 50100, Ex-hacienda San Jorge, Toluca De Lerdo",100,1,3,60283.7,4,602.837
106,"Casa en Venta Boulevard De Los Continentes 118, De Tlanepantla, Toluca De Lerdo",400,4,4,218110.7,8,545.27675
107,"Casa en Venta De La Barraca #00-0 Barrio Tlacopa Toluca De Lerdo 50010, Tlacopa, Toluca De Lerdo",85,1,3,25826.75,4,303.84411764705885
108,"Casa en Venta Rinconada De La Capilla, San Mateo Otzacatipan, Toluca De Lerdo",300,4,4,180250,8,600.8333333333334
109,"Casa en Venta Girasol 218, Club Jardín, Toluca De Lerdo",125,2,3,63782.75,5,510.262
110,"Casa en Venta Hacienda Las Carretas, Toluca De Lerdo, México",70,1,3,19096.65,4,272.80928571428575
111,"Casa en Venta Girasol 218, Toluca De Lerdo, México",125,2,3,63782.75,5,510.262
112,"Casa en Venta Isla San Juan De Ulúa 125, De Tlanepantla, Toluca De Lerdo",200,3,4,48000,7,240
113,"Casa en Venta Fernando Aguilar Vilchis, Rancho La Mora, Toluca De Lerdo",160,2,3,20602.1,5,128.763125
114,"Casa en Venta Girasol 218, Toluca De Lerdo, México",125,2,3,63782.75,5,510.262
115,"Casa en Venta San Mateo Otzacatipan, 50200 San Nicolás Tolentino, San Mateo Otzacatipan, Toluca De Lerdo",120,2,2,90500,4,754.1666666666666
116,"Casa en Venta Rebeca No. Ext 155, Unidad Victoria, Toluca De Lerdo",150,1,3,52500,4,350
117,"Casa en Venta Cerro Del Mercado 205, De Tlanepantla, Toluca De Lerdo",150,2,3,62500,5,416.6666666666667
118,"Casa en Venta María Curie, Toluca De Lerdo, México",200,3,3,197250,6,986.25
119,"Casa en Venta Girasol 00, Toluca De Lerdo, México",125,2,3,63782.75,5,510.262
120,"Casa en Venta Paloma Tortola 00, Las Palomas, Toluca De Lerdo, Méx., Toluca De Lerdo, México",50,1,2,23550.35,3,471.00699999999995
121,"Casa en Venta Juan Silveti 137, Toluca De Lerdo, México",100,2,3,28750,5,287.5
122,"Casa en Venta Adolfo Lopez Mateos # 146, Centro, Toluca De Lerdo",140,1,3,59933.2,4,428.0942857142857
123,"Casa en Venta Av Independencia # 139, Toluca De Lerdo, México",100,1,3,20850,4,208.5
124,"Casa en Venta Arbol De Las Manitas Toluca, Toluca De Lerdo, México",120,2,3,19270,5,160.58333333333334
125,"Casa en Venta Las Flores No Ext 278 No Int 43, Tlacopa, Toluca De Lerdo",565,3,6,528569.9,9,935.5219469026549
126,"Casa en Venta Prolongacion 5 De Mayo #1541, Toluca De Lerdo, México",150,2,4,74500,6,496.6666666666667
127,"Casa en Venta Independencia 129, Toluca De Lerdo, México",200,3,5,73500,8,367.5
128,"Casa en Venta Miguel Hidalgo #, Centro, Toluca De Lerdo",153,2,3,33159.2,5,216.7267973856209
129,"Casa en Venta Carretera Toluca Naucalpan # 00, San Mateo Oxtotitlán, Toluca De Lerdo",200,2,3,73500,5,367.5
130,"Casa en Venta Manuel M Dieguez, Toluca De Lerdo, México",120,2,3,23950,5,199.58333333333334
131,"Casa en Venta Av Hidalgo, San Bernardino, Toluca De Lerdo",240,2,4,33307.5,6,138.78125
132,"Casa en Venta Isabel La Catolica, Américas, Toluca De Lerdo",150,2,4,54810,6,365.4
133,"Casa en Venta Guillermo Marconi Toluca, Toluca De Lerdo, México",120,2,3,34963.6,5,291.36333333333334
134,"Casa en Venta Toluca # 606, Sector Popular, Toluca De Lerdo",100,2,2,28474,4,284.74
135,"Casa en Venta Adolfo López Mateos 146, Toluca De Lerdo, México",150,2,3,41500,5,276.6666666666667
136,"Casa en Venta Jose Marti 209, Toluca De Lerdo, México",95,2,2,27900,4,293.6842105263158
137,"Casa en Venta Av Independencia 143, Toluca De Lerdo, México",100,2,3,18850,5,188.5
138,"Casa en Venta Isabela Catolica # 00, Américas, Toluca De Lerdo",120,2,3,54810,5,456.75
139,"Casa en Venta Azucena 125b, 5 De Mayo, Toluca De Lerdo",80,2,3,17928.4,5,224.10500000000002
140,"Casa en Venta San Marcos, Toluca De Lerdo, México",121,2,3,24272,5,200.59504132231405
141,"Casa en Venta Camino Viejo A San Lorenzo 200, Toluca De Lerdo, México",90,2,3,20367.25,5,226.30277777777778
142,"Casa en Venta Santa Cruz Otzacatipan, Toluca De Lerdo, México",200,2,3,170750,5,853.75
143,"Casa en Venta Arbol De Las Manitas, Toluca De Lerdo, México",150,2,3,19270,5,128.46666666666667
144,"Casa en Venta Bosques De Pirules 105 Toluca, Toluca De Lerdo, México",100,2,3,29410,5,294.1
145,"Casa en Venta Azaleas, Toluca De Lerdo, México",95,2,3,27737.65,5,291.97526315789474
146,"Casa en Venta Av Independencia 143, Toluca De Lerdo, México",100,2,3,18850,5,188.5
147,"Casa en Venta Guillermo # 00, Toluca De Lerdo, México",100,2,2,34963.6,4,349.63599999999997
148,"Casa en Venta Jose Maria Jauregui No. 00, Toluca De Lerdo, México",140,2,2,26851.6,4,191.79714285714286
149,"Casa en Venta Avenida Independencia # 00, Toluca De Lerdo, México",130,2,2,18850,4,145
150,"Casa en Venta Antiguo Camino A San Lorenzo # 200, Independencia, Toluca De Lerdo",120,1,4,48341.05,5,402.84208333333333
151,"Casa en Venta Jose Marti 200, Independencia, Toluca De Lerdo",100,2,3,48341.05,5,483.4105
152,"Casa en Venta Cristobal Olmedo, San Miguel Apinahuizco, Toluca De Lerdo",330,2,4,28392.9,6,86.03909090909092
153,"Casa en Venta Lago Tanganica, Toluca De Lerdo, México",190,2,3,74275,5,390.92105263157896
154,"Casa en Venta Jose Vicente Villada 101 - Casa-9,l-9, Toluca De Lerdo, México",245,3,4,154750,7,631.6326530612245
155,"Casa en Venta Tierra Y Libertad # 00, Toluca De Lerdo, México",200,2,3,49553.05,5,247.76525
156,"Casa en Venta Adolfo Lopez Mateos # 146, Toluca De Lerdo, México",100,23,3,41500,26,415
157,"Casa en Venta Toluca De Lerdo, México",90,2,3,23499.6,5,261.1066666666666
158,"Casa en Venta Miguel Hidalgo San Lorenzo Tepaltitlan Toluca, San Lorenzo Tepaltitlán Centro, Toluca De Lerdo",122,1,3,73014,4,598.4754098360655
159,"Casa en Venta La Barranca #, Tlacopa, Toluca De Lerdo",70,1,2,25826.75,3,368.9535714285714
160,"Casa en Venta Rancho Seco #, Unidad Victoria, Toluca De Lerdo",80,1,2,10653.05,3,133.16312499999998
161,"Casa en Venta Progreso 305, Toluca De Lerdo, México",110,3,4,30120.4,7,273.8218181818182
162,"Casa en Venta Hidalgo Poniente San Bernardino, Toluca De Lerdo, México",160,2,3,33307.45,5,208.1715625
163,"Casa en Venta Azaleas #, San Lorenzo Tepaltitlán Centro, Toluca De Lerdo",95,1,3,27737.7,4,291.97578947368424
164,"Casa en Venta Paloma Silvestre #, Centro, Toluca De Lerdo",130,1,3,23565.35,4,181.27192307692306
165,"Casa en Venta Hacienda Zumpango, Hacienda Del Valle Ii, Toluca De Lerdo",85,2,2,49822.4,4,586.1458823529412
166,"Casa en Venta Prol. 5 De Mayo 2 Ote, Toluca De Lerdo, México",120,2,3,74500,5,620.8333333333334
167,"Casa en Venta Galileo Galilei, Toluca De Lerdo, México",300,3,4,90750,7,302.5
168,"Casa en Venta Av. Bosques Del Nevado, Toluca De Lerdo, México",180,2,3,36625,5,203.47222222222223
169,"Casa en Venta Paloma Silvestre 32, Toluca De Lerdo, México",62,1,2,24002.9,3,387.1435483870968
170,"Casa en Venta Jose Ma Arteaga, Toluca De Lerdo, México",112,2,3,112500,5,1004.4642857142857
171,"Casa en Venta Bosques De Pirules 105, Toluca De Lerdo, México",100,2,3,29410,5,294.1
172,"Casa en Venta C. De La Independencia 129, Toluca De Lerdo, México",150,2,3,73500,5,490
173,"Casa en Venta Delegación San Mateo Otzacatipan, Toluca De Lerdo, Méx.
, Toluca De Lerdo, México",70,1,2,64500,3,921.4285714285714
174,"Casa en Venta Av Hidalgo 17
, De Tlanepantla, Toluca De Lerdo",160,4,4,165000,8,1031.25
175,"Casa en Venta Toluca
, Toluca De Lerdo, México",540,5,4,565000,9,1046.2962962962963
176,"Casa en Venta Venta Casa En La Col. Morelos
, Morelos 1a Sección, Toluca De Lerdo",92,1,3,149000,4,1619.5652173913043
177,"Casa en Venta Ceboruco #sn
, Ampliación Lázaro Cárdenas, Toluca De Lerdo",177,3,3,155000,6,875.7062146892655
178,"Casa en Venta Cacalomacan, Toluca De Lerdo",250,5,3,212500,8,850
179,"Casa en Venta Casa Sola Toluca Cu Tollocan Matlazincas Adolfo López Mateos
, Rincón Del Parque, Toluca De Lerdo",230,3,5,125000,8,543.4782608695652
180,"Casa en Venta Juan Ãlvarez 918, Vértice, 50090 Toluca De Lerdo, Méx. , Vértice, Toluca De Lerdo",180,2,3,117500,5,652.7777777777778
181,"Casa en Venta Cacalomacan, Toluca De Lerdo",250,5,3,212500,8,850
182,"Casa en Venta Cacalomacán, Edo. De México
, Cacalomacan, Toluca De Lerdo",335,3,3,382500,6,1141.7910447761194
183,"Casa en Venta Ampliación Lázaro Cárdenas, Toluca De Lerdo",177,3,3,157500,6,889.8305084745763
184,"Casa en Venta Paseo De Los Jinetes, Cacalomacan
, Toluca De Lerdo, México",2000,6,6,10000000,12,5000
185,"Casa en Venta Cristobal Colon
, San Mateo Oxtotitlán, Toluca De Lerdo",140,2,2,115000,4,821.4285714285714
186,"Casa en Venta Paseo De Los Clérigos, Toluca De Lerdo, México",87,2,3,82500,5,948.2758620689655
187,"Casa en Venta Paseo De Los Dioses #234, 23
, Toluca De Lerdo, México",170,3,3,124500,6,732.3529411764706
188,"Casa en Venta Ceboruco #sn
, Toluca De Lerdo, México",177,3,3,155000,6,875.7062146892655
189,"Casa en Venta Niños Héroes #316, 1
, Toluca De Lerdo, México",135,3,3,98500,6,729.6296296296297
190,"Casa en Venta Casa Valle Don Camilo Cerca Las Torres Tollocan
, Toluca De Lerdo, México",400,4,4,300000,8,750
191,"Casa en Venta A Solo 10 Min De Pabellon Metepec #sn
, Toluca De Lerdo, México",177,3,3,155000,6,875.7062146892655
194,"Casa en Venta Ometusco #00
, Los Sauces V, Toluca De Lerdo",74,1,3,14386.5,4,194.41216216216216
195,"Casa en Venta Av. Arboleda 102, Col, 50220 San Mateo Otzacatipan, Méx. #sn
, Toluca De Lerdo, México",124,3,3,93000,6,750
196,"Casa en Venta Pedro Ascencio #400
, Toluca De Lerdo, México",115,2,2,87500,4,760.8695652173913
197,"Casa en Venta Https://goo.gl/maps/5l6yq7whzfplav5q7
, Toluca De Lerdo, México",332,2,3,180000,5,542.1686746987951
198,"Casa en Venta Mextli #sn
, Toluca De Lerdo, México",170,3,3,155000,6,911.7647058823529
199,"Casa en Venta Cristóbal Colón, San Mateo Oxtotitlán, Toluca De Lerdo",149,1,3,105000,4,704.6979865771812
201,"Casa en Venta Luis Donaldo Colosio #0, 1
, Toluca De Lerdo, México",200,3,3,67500,6,337.5
202,"Casa en Venta Toluca De Lerdo, México",177,3,3,155000,6,875.7062146892655
203,"Casa en Venta Km. 52.5 Carretera Toluca Naucalpan #km 52.5
, Toluca De Lerdo, México",100,3,3,64146,6,641.46
204,"Casa en Venta Campo Real, Delegación Santa María Totoltepec, 50245 Toluca De Lerdo, Méx.
, Santa María Totoltepec, Toluca De Lerdo",180,2,3,125000,5,694.4444444444445
205,"Casa en Venta Av. Encinos
, Toluca De Lerdo, México",204,3,4,80000,7,392.15686274509807
206,"Casa en Venta Toluca De Lerdo, México",160,2,3,120000,5,750
207,"Casa en Venta Miguel Hidalgo
, La Merced  (alameda), Toluca De Lerdo",1046,3,4,1150000,7,1099.4263862332696
209,"Casa en Venta Flor De Ma. R. De M. 104a, Barrio De La Merced, De La Merced, Estado De México
, La Merced  (alameda), Toluca De Lerdo",300,2,4,292500,6,975
210,"Casa en Venta Hermosa Residencia En Venta, Residencial Colón, Toluca, Edo. De México.
, Ciprés, Toluca De Lerdo",390,5,5,430000,10,1102.5641025641025
211,"Casa en Venta San Nicolas Tolentino Otzacatipan 50230 San Nicolás Tolentino, Méx #sn
, Toluca De Lerdo, México",113,3,3,84750,6,750
212,"Casa en Venta Hacieda Guadalupe #36
, Toluca De Lerdo, México",132,2,2,55000,4,416.6666666666667
213,"Casa en Venta Mza 43 #43, 00
, San Nicolás Tolentino, Toluca De Lerdo",110,1,3,60000,4,545.4545454545455
214,"Casa en Venta Carretera Toluca Naucalpan #1702
, Toluca De Lerdo, México",100,3,3,67565,6,675.65
216,"Casa en Venta Casa En Venta, Cacalomacan, Edo. De México.
, Cacalomacan, Toluca De Lerdo",300,2,3,215000,5,716.6666666666666
217,"Casa en Venta Moctezuma Xocoyotzin
, Santa María Totoltepec, Toluca De Lerdo",170,1,3,82500,4,485.29411764705884
219,"Casa en Venta Hacienda Molino De Las Flores #00
, Toluca De Lerdo, México",74,1,3,16297.35,4,220.23445945945946
220,"Casa en Venta Aretusa #227
, Toluca De Lerdo, México",72,2,3,43000,5,597.2222222222222
221,"Casa en Venta Casa En Venta, Cacalomacan, Toluca, Edo. De México.
, Cacalomacan, Toluca De Lerdo",300,2,3,215000,5,716.6666666666666
222,"Casa en Venta Eulalia Peñaloza #000, 000, Toluca De Lerdo, México",225,2,3,99826.5,5,443.67333333333335
223,"Casa en Venta San Lucas #00
, Toluca De Lerdo, México",60,1,2,22322.2,3,372.0366666666667
224,"Casa en Venta Toluca De Lerdo, México",390,7,6,250000,13,641.025641
225,"Casa en Venta Fernando González 207, Valle Verde Y Terminal, 50140 Toluca De Lerdo, Méx., Valle Verde, Toluca De Lerdo",227,2,3,155000,5,682.8193832599119
226,"Casa en Venta Flor De Ma. R. De M. 104a, Barrio De La Merced, De La Merced, Estado De México #**
, La Merced  (alameda), Toluca De Lerdo",300,3,4,292500,7,975
227,"Casa en Venta Principal #0, 1
, Toluca De Lerdo, México",187,3,4,129000,7,689.8395721925134
228,"Casa en Venta Guillermo Marconi #0, 0
, Toluca De Lerdo, México",120,2,3,62450,5,520.4166666666666
229,"Casa en Venta Roble
, Santa María Totoltepec, Toluca De Lerdo",72,1,2,49450,3,686.8055555555555
230,"Casa en Venta Ara Las Misiones #00
, Toluca De Lerdo, México",96,3,3,72500,6,755.2083333333334
231,"Casa en Venta Paseo Toscana #1702
, Toluca De Lerdo, México",127,3,3,115000,6,905.511811
232,"Casa en Venta Oportunidad Casa Venta Toluca A Dos Cuadras Av Alfredo Del Mazo Col Cientificos Escuela Simon Bolivar
, Toluca De Lerdo, México",253,2,4,165000,6,652.1739130434783
233,"Casa en Venta Toluca De Lerdo, México",600,8,6,1250000,14,2083.3333333333335
234,"Casa en Venta Casa En Venta La Pera, Cacalomacan, Toluca, Edo. De México
, Cacalomacan, Toluca De Lerdo",220,2,3,200000,5,909.0909090909091
235,"Casa en Venta Casa En Venta Las Misiones Toluca
, Toluca De Lerdo, México",96,2,3,77500,5,807.2916666666666
236,"Casa en Venta Antonio Albarran #612
, Toluca De Lerdo, México",114,1,3,46650.15,4,409.21184210526314
237,"Casa en Venta Carretera México Toluca #00
, Toluca De Lerdo",96,2,3,81500,5,848.9583333333334
238,"Casa en Venta Venta Casa Col. Morelos, Toluca Edo. De México
, Morelos 1a Sección, Toluca De Lerdo",160,1,3,160000,4,1000
239,"Casa en Venta Héroes Del 5 De Mayo, Toluca De Lerdo",360,2,4,125000,6,347.22222222222223
240,"Casa en Venta Toluca De Lerdo, México",177,3,3,155000,6,875.7062146892655
241,"Casa en Venta Casa En Venta En Toluca, Santa Ana Tlapaltitlan
, Santa Ana Tlapaltitlán, Toluca De Lerdo",240,2,3,110000,5,458.3333333333333
242,"Casa en Venta Circuito San Jose Rinconada De La Casa Grande #00
, Toluca De Lerdo, México",250,2,3,119500,5,478
243,"Casa en Venta San Mateo Oxtotitlán, Toluca De Lerdo",140,2,3,115000,5,821.4285714285714
244,"Casa en Venta Fraccionamiento Los Sauces #0
, Toluca, Toluca De Lerdo",90,1,2,35160,3,390.6666666666667
